Date,VTI,EFA,VWO,SPY,IJH,IWM,EWU,VGK,EWJ,AXJL,GXC
25/12/2008,,,,,,,,,,,
26/12/2008,43.32,42.96,22.97,87.16,51.25,47.55,11.71,36.79,9.17,38.23,43.44
27/12/2008,,,,,,,,,,,
28/12/2008,,,,,,,,,,,
29/12/2008,42.99,42.97,23.06,86.91,50.7,46.82,11.58,36.94,9.24,37.7701,44.02
30/12/2008,44.12,44.26,23.59,88.97,52.26,48.12,11.86,38.1,9.5,38.52,44.74
31/12/2008,44.74,44.86,23.57,90.24,53.33,49.24,12.25,38.36,9.58,39.89,45.26
01/01/2009,,,,,,,,,,,
02/01/2009,46.03,45.44,24.83,92.96,54.76,50.22,12.3,39.09,9.63,40.99,48.19
03/01/2009,,,,,,,,,,,
04/01/2009,,,,,,,,,,,
05/01/2009,46.02,44.71,25.23,92.85,54.94,50.4,12.6,38.68,9.39,40.2759,48.57
06/01/2009,46.4,45.19,25.68,93.47,55.6,51.25,12.91,39.38,9.3,41.634,48.74
07/01/2009,45.1,44.41,24.32,90.67,53.99,49.74,12.52,38.66,9.21,39.66,45.33
08/01/2009,45.3,45.07,24.17,91.042,54.27,49.98,12.8,39.09,9.34,40.02,44.7
09/01/2009,44.19,43.51,23.582,89.09,52.88,48.13,12.44,37.59,9.18,39.12,43.12
10/01/2009,,,,,,,,,,,
11/01/2009,,,,,,,,,,,
12/01/2009,43.22,42.46,22.49,86.95,51.38,46.7,12.07,36.64,9.07,37.663,41.04
13/01/2009,43.28,41.68,22.64,87.11,51.93,47.32,11.87,35.9,8.9,37.11,40.58
14/01/2009,41.87,39.97,21.52,84.37,49.86,45.24,11.27,34.29,8.64,36.28,39.72
15/01/2009,42.02,40.33,21.81,84.4,50.62,45.97,11.26,34.54,8.75,35.82,40.34
16/01/2009,42.33,40.57,22.12,85.06,51.48,46.48,11.33,34.63,8.81,35.76,40.85
17/01/2009,,,,,,,,,,,
18/01/2009,,,,,,,,,,,
19/01/2009,,,,,,,,,,,
20/01/2009,40.13,37.6,20.5,80.57,48.41,43.33,10.38,31.83,8.43,33.55,37.77
21/01/2009,41.77,39.44,21.64,84.05,50.67,45.49,10.89,33.34,8.8,35.2,39.74
22/01/2009,41.05,38.52,21.14,82.75,49.35,44.17,10.48,32.5994,8.58,34.25,38.32
23/01/2009,41.3,38.25,21.19,83.11,49.95,44.39,10.43,32.37,8.56,33.826,38.92
24/01/2009,,,,,,,,,,,
25/01/2009,,,,,,,,,,,
26/01/2009,41.53,39,21.51,83.68,50.28,44.89,10.8,33.2,8.55,33.8951,39.52
27/01/2009,42.02,39.76,21.69,84.53,50.88,45.38,11,33.62,8.82,35.32,39.97
28/01/2009,43.47,40.93,22.93,87.39,52.91,47.25,11.42,34.87,8.98,36.43,41.47
29/01/2009,42.04,39.07,21.75,84.55,51.08,45.4,11.03,33.21,8.64,34.4,39.3
30/01/2009,41.14,38.7,21.47,82.83,49.73,44.48,11.1,33.05,8.43,33.996,39.85
31/01/2009,,,,,,,,,,,
01/02/2009,,,,,,,,,,,
02/02/2009,41.07,38.32,21.33,82.58,49.87,44.84,10.73,32.61,8.43,33.728,39.6
03/02/2009,41.6499,39.42,21.94,83.74,50.31,45.16,11.25,33.8,8.59,34.7,40.24
04/02/2009,41.43,39.22,22.16,83.33,50.18,44.83,11.14,33.37,8.665,34.61,41.49
05/02/2009,42.09,39.78,22.58,84.57,50.87,45.35,11.5,34.12,8.64,35.1199,42.79
06/02/2009,43.3,40.7,23.67,86.98,52.94,46.96,11.8,34.97,8.69,36.35,44.818
07/02/2009,,,,,,,,,,,
08/02/2009,,,,,,,,,,,
09/02/2009,43.31,40.69,23.43,87.1,52.75,46.75,11.89,35.3,8.53,36.26,44.24
10/02/2009,41.33,38.67,22.17,83.11,50.57,44.59,11.2,33.4,8.23,34.11,42.23
11/02/2009,41.58,39.09,22.69,83.6,50.56,44.76,11.25,33.67,8.27,35.0699,42.64
12/02/2009,41.69,38.97,22.64,83.66,50.93,45.14,11.22,33.74,8.26,35.08,41.87
13/02/2009,41.27,38.55,22.77,82.76,50.37,44.67,11.14,33.37,8.04,35.69,42.42
14/02/2009,,,,,,,,,,,
15/02/2009,,,,,,,,,,,
16/02/2009,,,,,,,,,,,
17/02/2009,39.49,36.5,20.98,79.22,48.27,42.9,10.62,31.41,7.77,33,39.61
18/02/2009,39.36,36.47,21.15,79.03,47.74,42.29,10.57,31.34,7.83,33.026,40.58
19/02/2009,38.94,36.42,21.06,78.181,47.01,41.7,10.56,31.2304,7.72,33.62,40.76
20/02/2009,38.48,35.89,20.56,77.42,46.65,41.14,10.43,30.8099,7.62,32.9,39.9101
21/02/2009,,,,,,,,,,,
22/02/2009,,,,,,,,,,,
23/02/2009,37.17,34.52,20.06,74.65,44.73,39.56,10.14,29.65,7.3,32.5,39.25
24/02/2009,38.52,35.96,21.13,77.48,46.59,41.02,10.42,30.73,7.601,33.73,41.4
25/02/2009,38.22,34.97,20.82,76.872,46.09,40.17,10.22,29.99,7.4,33.38,40.62
26/02/2009,37.52,34.68,20.59,75.62,45.36,39.42,10.13,29.74,7.31,33.1332,39.18
27/02/2009,36.81,34.68,20.96,73.93,45.06,39.15,10.02,29.62,7.37,32.58,38.578
28/02/2009,,,,,,,,,,,
01/03/2009,,,,,,,,,,,
02/03/2009,35.1,32.69,19.98,70.6,42.21,36.94,9.34,27.69,7.11,30.82,36.21
03/03/2009,34.8,32.56,19.41,70.07,41.97,36.24,9.23,27.48,7.091,31,37.15
04/03/2009,35.56,34.01,20.73,71.73,43.19,36.99,9.57,28.67,7.28,32.54,40.42
05/03/2009,34.12,32.64,19.82,68.8,41.11,35.02,9.25,27.46,7.14,31.02,38.28
06/03/2009,34.11,32.58,20.1,68.92,40.86,35.2,9.27,27.38,7.12,31.22,37.81
07/03/2009,,,,,,,,,,,
08/03/2009,,,,,,,,,,,
09/03/2009,33.7,31.7,19.75,68.11,40.45,34.39,9,26.76,6.87,30.1579,37.86
10/03/2009,35.85,33.83,21.33,72.17,43.16,36.63,9.53,28.59,7.22,32.3364,40.86
11/03/2009,35.98,34.02,21.27,72.64,43.4,36.68,9.51,28.87,7.25,32.1,40.2983
12/03/2009,37.463,34.79,21.99,75.5,45.4,38.96,9.78,29.86,7.24,32.92,41.42
13/03/2009,37.86,35.02,22.13,76.09,45.64,39.37,9.93,29.8736,7.31,33.65,41.97
14/03/2009,,,,,,,,,,,
15/03/2009,,,,,,,,,,,
16/03/2009,37.65,35.4,22.215,75.86,44.97,38.66,10.03,30.19,7.44,34.07,42.95
17/03/2009,38.84,36.33,22.73,78.18,46.71,40.45,10.24,31,7.7,34.7,43.5
18/03/2009,39.67,37.37,23.22,79.93,48.08,41.85,10.4,31.73,7.88,35.5,43.83
19/03/2009,39.27,37.35,23.06,78.94,47.8,41.41,10.29,31.77,7.84,35.818,43.2
20/03/2009,38.44,36.83,22.76,76.71,46.44,39.98,10.28,31.34,7.67,35.2601,42.03
21/03/2009,,,,,,,,,,,
22/03/2009,,,,,,,,,,,
23/03/2009,41.11,39.48,24.76,82.22,49.93,43.38,11.03,33.56,8.27,37.854,46.32
24/03/2009,40.29,38.24,24.06,80.6,48.94,41.56,10.68,32.42,8.04,37.403,45.11
25/03/2009,40.43,38.83,24.44,81.45,49.09,42.73,10.63,32.93,8.28,37.69,45.48
26/03/2009,41.44,39.35,25,83.11,50.99,44.38,10.73,33.23,8.37,38.79,47.3153
27/03/2009,40.66,38.09,24.3,81.61,49.73,42.89,10.39,31.94,8.226,37.83,46.75
28/03/2009,,,,,,,,,,,
29/03/2009,,,,,,,,,,,
30/03/2009,39.23,36.64,23.1,78.79,48.16,41.66,10.15,30.65,7.91,35.85,44.03
31/03/2009,39.58,37.59,23.56,79.52,48.67,42.05,10.48,31.9,7.9,37.39,45.282
01/04/2009,40.37,38.57,24.42,81.06,49.38,42.78,10.76,32.73,8.127,37.83,46.2642
02/04/2009,41.58,40.31,25.8,83.43,51.35,44.92,11.32,34.19,8.42,39.36,48.79
03/04/2009,42.1,40.54,26.1,84.26,52.34,45.63,11.38,34.58,8.35,39.72,48.82
04/04/2009,,,,,,,,,,,
05/04/2009,,,,,,,,,,,
06/04/2009,41.69,39.7,25.76,83.6,51.62,44.85,11.13,33.93,8.17,39.44,48.6
07/04/2009,40.63,38.87,25.23,81.65,50.01,43.26,10.82,32.89,8.12,39.2,47.38
08/04/2009,41.2,39.26,25.65,82.53,50.81,44.06,10.82,33.24,8.18,38.74,47.8336
09/04/2009,42.87,40.31,26.7701,85.81,53.44,46.64,11.1,34.04,8.48,39.94,49.8
10/04/2009,,,,,,,,,,,
11/04/2009,,,,,,,,,,,
12/04/2009,,,,,,,,,,,
13/04/2009,42.93,40.71,26.96,85.83,53.43,46.66,11.23,34.54,8.5,40.87,50.43
14/04/2009,42.13,40.32,26.54,84.35,52.13,45.31,11.09,34.11,8.42,40.276,50.29
15/04/2009,42.58,40.85,26.89,85.25,52.68,46,11.36,34.7,8.46,41.19,52.1
16/04/2009,43.31,41.11,27.27,86.5,54.17,47.33,11.45,35.11,8.49,41.4,52.15
17/04/2009,43.6,40.97,27.01,87.08,54.76,47.75,11.43,35.01,8.53,41.17,51.65
18/04/2009,,,,,,,,,,,
19/04/2009,,,,,,,,,,,
20/04/2009,41.75,39.29,25.71,83.43,52.03,45.3,10.84,33.23,8.34,38.76,49.71
21/04/2009,42.58,40.19,26.36,85.06,53.45,46.87,11.15,34.07,8.44,39.95,50.72
22/04/2009,42.4,39.87,26.15,84.54,53.55,46.86,10.91,33.74,8.47,40.0899,49.36
23/04/2009,42.7,40.87,26.6481,85.37,53.52,46.75,11.27,34.71,8.52,39.996,50.29
24/04/2009,43.45,41.5,27.14,86.66,54.75,47.62,11.42,35.35,8.65,40.66,51.19
25/04/2009,,,,,,,,,,,
26/04/2009,,,,,,,,,,,
27/04/2009,43,41.01,26.23,85.84,54.33,47.11,11.42,34.84,8.63,39.68,49
28/04/2009,42.92,40.62,26.09,85.57,54.49,47.18,11.25,34.736,8.49,39.28,48.05
29/04/2009,43.94,41.66,27.5,87.39,55.97,48.97,11.58,35.74,8.56,40.5,50.45
30/04/2009,43.93,41.92,27.67,87.42,55.85,48.52,11.73,36.1,8.51,40.74,50.74
01/05/2009,44.18,42.41,28.17,87.89,55.81,48.82,12.05,36.72,8.64,40.95,51.04
02/05/2009,,,,,,,,,,,
03/05/2009,,,,,,,,,,,
04/05/2009,45.6875,44.17,30.06,90.88,58.0486,50.6,12.37,38.07,8.87,43.46,56.04
05/05/2009,45.53,43.73,29.66,90.57,57.62,50.35,12.34,37.73,8.84,42.89,54.68
06/05/2009,46.24,44.79,30.29,92.141,58.2,50.49,12.75,38.58,9.05,44.72,58.36
07/05/2009,45.52,44.04,29.46,90.86,56.74,49.3,12.52,37.99,8.84,44.4464,54.85
08/05/2009,46.55,45.95,30.57,92.98,58.46,51.01,13.09,39.63,9.2,45.946,57.49
09/05/2009,,,,,,,,,,,
10/05/2009,,,,,,,,,,,
11/05/2009,45.75,44.78,29.88,91.24,57.34,50.26,12.63,38.52,9.11,44.18,54.8
12/05/2009,45.63,45.26,30.04,90.97,56.66,49.55,12.87,38.9,9.16,44.804,55.15
13/05/2009,44.33,43.72,29,88.68,54.27,47.28,12.37,37.6,8.99,42.865,53.94
14/05/2009,44.78,44.15,29.43,89.44,54.95,47.94,12.57,38.12,9,43.85,54.73
15/05/2009,44.31,43.75,29.2,88.71,54.53,47.76,12.46,37.56,9.09,42.9,54.64
16/05/2009,,,,,,,,,,,
17/05/2009,,,,,,,,,,,
18/05/2009,45.67,45.42,31.01,91.23,56.53,49.36,13.02,39.27,9.17,44.79,57.64
19/05/2009,45.68,45.83,31.22,91.12,56.76,49.38,13.18,39.81,9.11,45.51,57.54
20/05/2009,45.42,46.13,31.34,90.51,56.31,48.92,13.27,39.89,9.23,45.81,56.98
21/05/2009,44.6,45.78,30.82,89.21,55.44,48.29,13.17,39.8696,9.11,43.942,55.95
22/05/2009,44.63,46.04,31.13,89.02,54.99,47.79,13.14,40.07,9.14,45.19,55.87
23/05/2009,,,,,,,,,,,
24/05/2009,,,,,,,,,,,
25/05/2009,,,,,,,,,,,
26/05/2009,45.83,46.96,31.4,91.3,57.11,50.07,13.36,40.7,9.44,45.77,57.09
27/05/2009,45.06,46.05,31.1,89.67,56.17,49.1,13.32,40.08,9.26,44.75,57.52
28/05/2009,45.62,46.52,32.06,90.92,56.62,49.16,13.4,40.55,9.2,45.4158,58.69
29/05/2009,46.33,47.45,32.62,92.53,57.67,50.17,13.73,41.25,9.37,46.79,60.59
30/05/2009,,,,,,,,,,,
31/05/2009,,,,,,,,,,,
01/06/2009,47.48,48.62,33.89,94.77,59.59,52.13,14.12,42.25,9.52,48.45,63.43
02/06/2009,47.67,49.04,33.4,94.85,59.9,52.78,14.21,42.8,9.53,48.94,62.079
03/06/2009,47.09,47.58,32.34,93.65,58.97,52.43,13.6,41.4,9.32,47.37,61.17
04/06/2009,47.56,47.88,32.85,94.53,59.75,53.18,13.58,41.66,9.39,48.264,62.27
05/06/2009,47.47,47.29,32.9,94.55,59.61,53.2,13.48,41.07,9.28,47.8037,62.73
06/06/2009,,,,,,,,,,,
07/06/2009,,,,,,,,,,,
08/06/2009,47.34,47.19,32.42,94.16,59.25,52.57,13.58,40.98,9.33,47.13,62.04
09/06/2009,47.59,47.77,32.45,94.64,59.7,52.81,13.65,41.41,9.41,48.29,61.16
10/06/2009,47.47,47.86,32.76,94.4,59.61,52.6,13.76,41.43,9.42,48.57,62.57
11/06/2009,47.75,48.68,33.37,94.82,59.78,52.62,13.98,42.06,9.58,50.2071,64.2
12/06/2009,47.79,48.43,32.97,95.08,59.79,52.78,13.87,41.89,9.57,49.09,63.33
13/06/2009,,,,,,,,,,,
14/06/2009,,,,,,,,,,,
15/06/2009,46.68,46.69,31.78,92.9,58.26,51.36,13.43,40.23,9.4,47.62,61
16/06/2009,46.03,46.15,31.36,91.64,57.3,50.5,13.39,39.93,9.3,46.982,59.52
17/06/2009,45.97,46.28,31.12,91.55,57.18,50.77,13.39,39.83,9.41,46.42,59.75
18/06/2009,46.22,46.2,31.06,92.219,57.61,51,13.31,39.86,9.33,47.1,59.53
19/06/2009,46.39,46.93,31.19,92.04,57.71,51.31,13.63,40.41,9.48,47.87,59.32
20/06/2009,,,,,,,,,,,
21/06/2009,,,,,,,,,,,
22/06/2009,45.05,45.42,29.995,89.28,55.76,49.49,13.12,39.01,9.27,45.25,57.9
23/06/2009,45.05,45.06,30.19,89.35,55.25,49.09,13.03,39.52,9.28,44.2201,57.6686
24/06/2009,45.18,45.1,31.05,90.118,56.01,49.62,13.11,39.64,9.3,46.68,59.63
25/06/2009,46.23,46.05,31.82,92.08,57.48,51.053,13.17,40.29,9.52,46.56,61.09
26/06/2009,46.14,45.96,31.99,91.84,57.54,51.23,13.11,40.18,9.55,47.73,61.47
27/06/2009,,,,,,,,,,,
28/06/2009,,,,,,,,,,,
29/06/2009,46.58,46.35,32.19,92.7,57.93,51.23,13.29,40.71,9.5,47.6638,62.21
30/06/2009,46.27,45.81,31.82,91.95,57.79,51.08,13.21,40.28,9.43,47.16,60.75
01/07/2009,46.54,46.57,32.49,92.33,58.32,51.87,13.33,41.08,9.54,47.58,61.7
02/07/2009,45.32,45.23,31.56,89.81,56.63,49.91,13.01,39.88,9.33,45.65,59.6
03/07/2009,,,,,,,,,,,
04/07/2009,,,,,,,,,,,
05/07/2009,,,,,,,,,,,
06/07/2009,45.15,45.29,31.63,89.8,56.14,49.47,12.99,39.61,9.39,45.06,60.52
07/07/2009,44.22,44.19,30.89,88.06,54.78,48.4,12.67,38.6,9.29,44.54,58.46
08/07/2009,44.16,44.01,30.54,88,54.59,48.07,12.5099,38.34,9.29,44.12,57.96
09/07/2009,44.25,44.55,31.03,88.17,54.66,47.87,12.75,39.06,9.29,45.43,59.15
10/07/2009,44.14,44.03,30.65,87.96,54.58,48.1,12.57,38.47,9.19,44.725,58.7501
11/07/2009,,,,,,,,,,,
12/07/2009,,,,,,,,,,,
13/07/2009,45.16,44.8,30.87,90.102,55.97,49.26,12.79,39.49,9.21,44.13,58.77
14/07/2009,45.48,45.04,31.17,90.61,56.42,49.55,12.92,39.69,9.21,46.26,59.99
15/07/2009,46.84,46.58,32.79,93.26,58.1,51.46,13.53,41.3,9.31,48.559,62.33
16/07/2009,47.3,46.99,32.79,94.15,58.99,52.1,13.59,41.88,9.27,48.81,62.35
17/07/2009,47.32,46.82,33.14,94.13,58.8,51.9,13.48,41.65,9.27,48.573,63.18
18/07/2009,,,,,,,,,,,
19/07/2009,,,,,,,,,,,
20/07/2009,47.85,47.73,34.16,95.131,59.64,52.54,13.81,42.61,9.39,50.1295,65.49
21/07/2009,48.06,48.03,34.12,95.57,59.76,52.45,13.77,42.74,9.47,49.794,65.3
22/07/2009,48.09,48.15,34.05,95.55,60.06,52.86,13.84,42.79,9.58,49.846,64.94
23/07/2009,49.23,48.96,34.96,97.661,61.69,54.53,14.14,43.6,9.62,51.32,67.47
24/07/2009,49.39,49.26,34.86,98.06,62.17,54.81,14.23,43.92,9.67,50.95,67.63
25/07/2009,,,,,,,,,,,
26/07/2009,,,,,,,,,,,
27/07/2009,49.6,49.31,35.09,98.35,62.41,55.09,14.2,44.1,9.65,51.88,68.34
28/07/2009,49.48,49.1,34.91,97.89,62.22,55.12,14.08,43.56,9.64,52,68.94
29/07/2009,49.24,48.7,34.17,97.652,61.84,54.84,13.95,43.22,9.71,51.216,66.57
30/07/2009,49.77,49.65,35.081,98.67,62.59,55.8,14.25,44.07,9.82,52.6,67.53
31/07/2009,49.85,50.41,35.29,98.81,62.63,55.57,14.33,44.85,9.87,53.126,67.63
01/08/2009,,,,,,,,,,,
02/08/2009,,,,,,,,,,,
03/08/2009,50.69,51.58,36.63,100.44,64.07,56.54,14.84,46.07,10.04,54.62,70.91
04/08/2009,50.88,51.5,36.35,100.7,64.54,57.11,14.82,46.04,10.03,53.99,69.9
05/08/2009,50.76,51.29,36.04,100.41,64.27,56.54,14.95,45.93,9.96,53.603,68.25
06/08/2009,50.4118,50.97,35.73,99.89,63.72,55.75,14.74,45.48,9.95,54.19,68.3
07/08/2009,51.12,50.92,35.98,101.202,65.3,57.09,14.84,45.64,9.91,54.6,68.1956
08/08/2009,,,,,,,,,,,
09/08/2009,,,,,,,,,,,
10/08/2009,51,50.61,35.68,100.99,65.07,57.19,14.63,45.18,9.91,54.09,68.17
11/08/2009,50.34,50.32,35.04,99.73,64.14,56.27,14.5,44.768,9.91,53.57,67.52
12/08/2009,50.89,50.89,35.43,100.8,64.97,57.12,14.57,45.32,9.96,54.209,68.25
13/08/2009,51.34,51.67,36.03,101.57,65.56,57.59,14.87,46.14,10.05,55.426,68.01
14/08/2009,50.87,51.23,35.54,100.79,64.58,56.41,14.78,45.59,10.09,54.35,66.89
15/08/2009,,,,,,,,,,,
16/08/2009,,,,,,,,,,,
17/08/2009,49.548,49.58,34.08,98.31,62.7,54.82,14.3,43.98,9.81,52.6399,63.29
18/08/2009,50.07,50.44,34.64,99.09,63.58,55.55,14.6,44.84,9.89,53.64,64.6
19/08/2009,50.5,50.87,34.818,99.96,63.97,56.23,14.71,45.32,9.92,53.59,64.7
20/08/2009,50.98,51.23,35.27,100.99,64.64,56.84,14.83,45.87,10.038,53.86,65.57
21/08/2009,51.93,52.35,35.93,102.97,65.89,58.15,15.14,47.1,10.15,53.92,66.0532
22/08/2009,,,,,,,,,,,
23/08/2009,,,,,,,,,,,
24/08/2009,52,52.34,36,102.96,65.74,58.13,15.09,46.98,10.13,54.04,65.83
25/08/2009,52.1,52.86,35.95,103.16,66.08,58.38,15.12,47.51,10.21,54.272,65.6
26/08/2009,52.06,52.64,35.7478,103.17,65.96,58.51,15.01,47.07,10.22,54.08,65.52
27/08/2009,52.24,53.04,35.69,103.4,66.18,58.42,15.06,47.57,10.25,54.626,65.3
28/08/2009,52.2,53.07,35.69,103.38,66.29,58.05,15.16,47.62,10.24,54.96,64.25
29/08/2009,,,,,,,,,,,
30/08/2009,,,,,,,,,,,
31/08/2009,51.7,52.68,35.04,102.46,65.37,57.2,14.95,47.31,10.22,53.8601,63.16
01/09/2009,50.56,51.37,34.49,100.2,64.07,55.92,14.7,45.75,10.07,53.34,61.8
02/09/2009,50.35,51.31,34.9,99.82,63.68,55.64,14.75,45.79,10.1,53.1299,62.3
03/09/2009,50.81,51.71,35.54,100.65,64.56,56.26,14.93,46.11,10.07,53.96,64.41
04/09/2009,51.46,52.5,36.24,102.06,65.4,57.05,15.16,46.94,10.05,55.0018,66.35
05/09/2009,,,,,,,,,,,
06/09/2009,,,,,,,,,,,
07/09/2009,,,,,,,,,,,
08/09/2009,51.98,53.54,37.01,102.94,66.27,57.68,15.41,48.11,10.14,56.286,68.209
09/09/2009,52.5,54.2,37.09,103.73,67.1,58.67,15.64,48.77,10.18,56.47,68.25
10/09/2009,53.04,54.68,37.62,104.79,67.76,59.4,15.84,49.17,10.3,57.0589,68.74
11/09/2009,53.08,54.61,37.5,104.77,67.94,59.42,15.75,49.1,10.29,57.23,68.5099
12/09/2009,,,,,,,,,,,
13/09/2009,,,,,,,,,,,
14/09/2009,53.36,54.72,37.48,105.28,68.79,60.05,15.75,49.39,10.25,56.65,68.7
15/09/2009,53.62,54.73,37.88,105.72,69.38,60.54,15.77,49.59,10.17,56.6899,68.25
16/09/2009,54.46,55.81,38.89,107.32,70.66,61.79,16.02,50.59,10.22,58.6299,70.27
17/09/2009,54.36,55.45,38.55,107.16,70.32,61.66,16.02,50.44,10.12,57.894,69.71
18/09/2009,54.44,55.6,38.68,106.72,70.22,61.91,15.95,50.37,10.17,57.94,69.82
19/09/2009,,,,,,,,,,,
20/09/2009,,,,,,,,,,,
21/09/2009,54.29,55.01,38.32,106.45,70.09,61.74,15.7,49.91,10.07,56.8415,69.06
22/09/2009,54.61,55.77,39.01,107.07,70.45,62.02,15.93,50.56,10.2,58.226,69.48
23/09/2009,54.05,55.29,38.41,106.18,69.34,61.43,15.78,50.07,10.09,58.01,68.5188
24/09/2009,53.2331,54.48,37.65,105.01,68.12,60.2,15.43,49.1,10.1,56.7796,66.712
25/09/2009,52.89,54.25,37.93,104.45,67.78,59.83,15.33,48.97,10.02,57.23,66.85
26/09/2009,,,,,,,,,,,
27/09/2009,,,,,,,,,,,
28/09/2009,53.88,54.99,38.4,106.32,69.12,61.26,15.47,49.66,10.1,57.644,67.08
29/09/2009,53.79,54.66,38.35,106,69.31,60.99,15.52,49.48,9.89,58.07,67.14
30/09/2009,53.59,54.68,38.53,105.59,68.95,60.24,15.51,49.59,9.94,58.27,66.69
01/10/2009,52.1682,53.25,37.56,103,66.82,58.44,15.17,48,9.69,56.5,64.47
02/10/2009,51.86,52.66,37.65,102.49,66.18,58,15,47.61,9.56,55.8575,64.35
03/10/2009,,,,,,,,,,,
04/10/2009,,,,,,,,,,,
05/10/2009,52.66,53.42,38.48,104.02,67.64,59.04,15.13,48.42,9.64,57.04,65.8672
06/10/2009,53.44,54.32,39.11,105.51,68.61,60.14,15.33,49.33,9.75,57.994,67.85
07/10/2009,53.56,54.52,39.02,105.8,68.56,60.16,15.43,49.342,9.84,58.2258,68.51
08/10/2009,54.03,55.31,39.62,106.61,69.53,60.71,15.57,50.08,9.95,59.93,69.4726
09/10/2009,54.4,55.17,39.83,107.26,70.1,61.42,15.45,49.83,9.95,59.8616,69.76
10/10/2009,,,,,,,,,,,
11/10/2009,,,,,,,,,,,
12/10/2009,54.6,55.5,40.07,107.68,70.22,61.43,15.52,50.15,9.97,60.0299,69.4
13/10/2009,54.45,55.38,40.08,107.46,69.89,61.17,15.43,50.29,9.92,60.03,69.76
14/10/2009,55.4172,56.71,41.36,109.31,71.17,62.34,15.8,51.65,10.03,61.8,72.25
15/10/2009,55.61,56.97,41.18,109.71,71.35,62.3,16.03,51.91,9.98,61.7799,72.15
16/10/2009,55.2,56.11,40.58,108.89,70.69,61.68,16.1,51.3,9.8,60.58,70.74
17/10/2009,,,,,,,,,,,
18/10/2009,,,,,,,,,,,
19/10/2009,55.65,57.01,41.33,109.79,71.48,62.19,16.3,52.05,9.96,62.08,72.92
20/10/2009,55.31,56.71,40.69,109.211,70.83,61.33,16.19,51.69,9.93,61.7206,72.15
21/10/2009,54.77,56.52,40.55,108.23,70.14,60.5,16.26,51.61,9.9,61.25,71.876
22/10/2009,55.36,57.07,40.87,109.33,70.92,61.34,16.37,52.24,9.92,61.8801,72.87
23/10/2009,54.65,56.17,40.48,108.08,70.06,60.058,16.07,51.31,9.69,61.44,72.85
24/10/2009,,,,,,,,,,,
25/10/2009,,,,,,,,,,,
26/10/2009,54.03,55.32,40.11,106.91,69.4,59.52,16.01,50.28,9.66,60.7,72.08
27/10/2009,53.74,54.88,39.45,106.42,68.59,58.79,15.97,49.96,9.62,60.23,71.499
28/10/2009,52.57,53.56,37.75,104.41,66.36,56.83,15.62,48.6,9.52,57.63,69.1
29/10/2009,53.63,55.14,39.35,106.65,67.69,57.91,16.07,50.38,9.67,59.52,70.64
30/10/2009,52.18,53.3,37.6,103.56,65.82,56.33,15.49,48.31,9.55,57.2578,68.23
31/10/2009,,,,,,,,,,,
01/11/2009,,,,,,,,,,,
02/11/2009,52.47,53.82,38.32,104.32,66.15,56.22,15.64,48.89,9.64,58.12,69.99
03/11/2009,52.71,53.61,37.94,104.65,66.9,57.07,15.77,48.59,9.63,57.45,69.93
04/11/2009,52.8,54.15,38.92,104.92,66.61,56.25,15.82,49.36,9.61,58.05,70.99
05/11/2009,53.81,54.85,39.73,106.8501,68.27,58.04,16.09,50.26,9.68,58.37,72.51
06/11/2009,53.95,55.01,39.6,107.13,68.03,58.08,16.16,50.34,9.62,59.072,72.19
07/11/2009,,,,,,,,,,,
08/11/2009,,,,,,,,,,,
09/11/2009,55.16,56.55,40.97,109.57,69.77,59.22,16.7,51.83,9.73,61.14,74.61
10/11/2009,55.18,56.25,40.68,109.59,69.61,58.85,16.62,51.64,9.66,61.14,74.17
11/11/2009,55.46,56.418,40.94,110.15,70.2,59.26,16.54,51.58,9.65,61.74,74.56
12/11/2009,54.84,55.6,40.07,109.03,69.11,58.17,16.47,51.17,9.49,60.35,73.53
13/11/2009,55.16,56.38,40.78,109.62,69.82,58.73,16.69,51.71,9.58,60.99,74.57
14/11/2009,,,,,,,,,,,
15/11/2009,,,,,,,,,,,
16/11/2009,55.99,57.28,41.76,111.21,70.95,60.28,17.1,52.67,9.67,61.8872,75.87
17/11/2009,56.05,56.9,41.61,111.339,70.94,60.28,17.13,52.42,9.56,61.22,75.97
18/11/2009,56.01,56.72,41.27,111.27,70.65,60.16,17.02,52.43,9.46,60.94,74.85
19/11/2009,55.21,55.65,40.59,109.82,69.2,58.66,16.7214,51.44,9.24,60.024,73.6
20/11/2009,55.04,55.34,40.55,109.43,68.83,58.59,16.47,50.84,9.31,59.64,73.55
21/11/2009,,,,,,,,,,,
22/11/2009,,,,,,,,,,,
23/11/2009,55.69,56.33,41.24,110.82,69.51,59.61,16.81,51.94,9.41,60.96,74.61
24/11/2009,55.73,56.1,41.1,110.99,69.32,59.34,16.79,51.85,9.29,59.75,74.16
25/11/2009,55.95,56.85,41.44,111.38,69.76,59.33,16.98,52.65,9.45,60.97,74.72
26/11/2009,,,,,,,,,,,
27/11/2009,55.01,55.21,39.93,109.57,68.38,57.58,16.66,50.72,9.37,58.51,72.04
28/11/2009,,,,,,,,,,,
29/11/2009,,,,,,,,,,,
30/11/2009,55.15,55.39,40.3,109.94,68.57,58.09,16.27,50.5,9.56,59.414,72.15
01/12/2009,55.83,56.91,41.31,111.3,69.5,58.99,16.69,51.87,9.89,61.03,74.4
