Date,VTI,EFA,VWO,SPY,IJH,IWM,EWU,VGK,EWJ,AXJL,GXC
01/01/2006,,,,,,,,,,,
02/01/2006,,,,,,,,,,,
03/01/2006,,,,,,,,,,,
04/01/2006,,,,,,,,,,,
05/01/2006,,,,,,,,,,,
06/01/2006,,,,,,,,,,,
07/01/2006,,,,,,,,,,,
08/01/2006,,,,,,,,,,,
09/01/2006,,,,,,,,,,,
10/01/2006,,,,,,,,,,,
11/01/2006,,,,,,,,,,,
12/01/2006,,,,,,,,,,,
13/01/2006,,,,,,,,,,,
14/01/2006,,,,,,,,,,,
15/01/2006,,,,,,,,,,,
16/01/2006,,,,,,,,,,,
17/01/2006,,,,,,,,,,,
18/01/2006,,,,,,,,,,,
19/01/2006,,,,,,,,,,,
20/01/2006,,,,,,,,,,,
21/01/2006,,,,,,,,,,,
22/01/2006,,,,,,,,,,,
23/01/2006,,,,,,,,,,,
24/01/2006,,,,,,,,,,,
25/01/2006,,,,,,,,,,,
26/01/2006,,,,,,,,,,,
27/01/2006,,,,,,,,,,,
28/01/2006,,,,,,,,,,,
29/01/2006,,,,,,,,,,,
30/01/2006,,,,,,,,,,,
31/01/2006,,,,,,,,,,,
01/02/2006,,,,,,,,,,,
02/02/2006,,,,,,,,,,,
03/02/2006,,,,,,,,,,,
04/02/2006,,,,,,,,,,,
05/02/2006,,,,,,,,,,,
06/02/2006,,,,,,,,,,,
07/02/2006,,,,,,,,,,,
08/02/2006,,,,,,,,,,,
09/02/2006,,,,,,,,,,,
10/02/2006,,,,,,,,,,,
11/02/2006,,,,,,,,,,,
12/02/2006,,,,,,,,,,,
13/02/2006,,,,,,,,,,,
14/02/2006,,,,,,,,,,,
15/02/2006,,,,,,,,,,,
16/02/2006,,,,,,,,,,,
17/02/2006,,,,,,,,,,,
18/02/2006,,,,,,,,,,,
19/02/2006,,,,,,,,,,,
20/02/2006,,,,,,,,,,,
21/02/2006,,,,,,,,,,,
22/02/2006,,,,,,,,,,,
23/02/2006,,,,,,,,,,,
24/02/2006,,,,,,,,,,,
25/02/2006,,,,,,,,,,,
26/02/2006,,,,,,,,,,,
27/02/2006,,,,,,,,,,,
28/02/2006,,,,,,,,,,,
01/03/2006,,,,,,,,,,,
02/03/2006,,,,,,,,,,,
03/03/2006,,,,,,,,,,,
04/03/2006,,,,,,,,,,,
05/03/2006,,,,,,,,,,,
06/03/2006,,,,,,,,,,,
07/03/2006,,,,,,,,,,,
08/03/2006,,,,,,,,,,,
09/03/2006,,,,,,,,,,,
10/03/2006,,,,,,,,,,,
11/03/2006,,,,,,,,,,,
12/03/2006,,,,,,,,,,,
13/03/2006,,,,,,,,,,,
14/03/2006,,,,,,,,,,,
15/03/2006,,,,,,,,,,,
16/03/2006,,,,,,,,,,,
17/03/2006,,,,,,,,,,,
18/03/2006,,,,,,,,,,,
19/03/2006,,,,,,,,,,,
20/03/2006,,,,,,,,,,,
21/03/2006,,,,,,,,,,,
22/03/2006,,,,,,,,,,,
23/03/2006,,,,,,,,,,,
24/03/2006,,,,,,,,,,,
25/03/2006,,,,,,,,,,,
26/03/2006,,,,,,,,,,,
27/03/2006,,,,,,,,,,,
28/03/2006,,,,,,,,,,,
29/03/2006,,,,,,,,,,,
30/03/2006,,,,,,,,,,,
31/03/2006,,,,,,,,,,,
01/04/2006,,,,,,,,,,,
02/04/2006,,,,,,,,,,,
03/04/2006,,,,,,,,,,,
04/04/2006,,,,,,,,,,,
05/04/2006,,,,,,,,,,,
06/04/2006,,,,,,,,,,,
07/04/2006,,,,,,,,,,,
08/04/2006,,,,,,,,,,,
09/04/2006,,,,,,,,,,,
10/04/2006,,,,,,,,,,,
11/04/2006,,,,,,,,,,,
12/04/2006,,,,,,,,,,,
13/04/2006,,,,,,,,,,,
14/04/2006,,,,,,,,,,,
15/04/2006,,,,,,,,,,,
16/04/2006,,,,,,,,,,,
17/04/2006,,,,,,,,,,,
18/04/2006,,,,,,,,,,,
19/04/2006,,,,,,,,,,,
20/04/2006,,,,,,,,,,,
21/04/2006,,,,,,,,,,,
22/04/2006,,,,,,,,,,,
23/04/2006,,,,,,,,,,,
24/04/2006,,,,,,,,,,,
25/04/2006,,,,,,,,,,,
26/04/2006,,,,,,,,,,,
27/04/2006,,,,,,,,,,,
28/04/2006,,,,,,,,,,,
29/04/2006,,,,,,,,,,,
30/04/2006,,,,,,,,,,,
01/05/2006,,,,,,,,,,,
02/05/2006,,,,,,,,,,,
03/05/2006,,,,,,,,,,,
04/05/2006,,,,,,,,,,,
05/05/2006,,,,,,,,,,,
06/05/2006,,,,,,,,,,,
07/05/2006,,,,,,,,,,,
08/05/2006,,,,,,,,,,,
09/05/2006,,,,,,,,,,,
10/05/2006,,,,,,,,,,,
11/05/2006,,,,,,,,,,,
12/05/2006,,,,,,,,,,,
13/05/2006,,,,,,,,,,,
14/05/2006,,,,,,,,,,,
15/05/2006,,,,,,,,,,,
16/05/2006,,,,,,,,,,,
17/05/2006,,,,,,,,,,,
18/05/2006,,,,,,,,,,,
19/05/2006,,,,,,,,,,,
20/05/2006,,,,,,,,,,,
21/05/2006,,,,,,,,,,,
22/05/2006,,,,,,,,,,,
23/05/2006,,,,,,,,,,,
24/05/2006,,,,,,,,,,,
25/05/2006,,,,,,,,,,,
26/05/2006,,,,,,,,,,,
27/05/2006,,,,,,,,,,,
28/05/2006,,,,,,,,,,,
29/05/2006,,,,,,,,,,,
30/05/2006,,,,,,,,,,,
31/05/2006,,,,,,,,,,,
01/06/2006,,,,,,,,,,,
02/06/2006,,,,,,,,,,,
03/06/2006,,,,,,,,,,,
04/06/2006,,,,,,,,,,,
05/06/2006,,,,,,,,,,,
06/06/2006,,,,,,,,,,,
07/06/2006,,,,,,,,,,,
08/06/2006,,,,,,,,,,,
09/06/2006,,,,,,,,,,,
10/06/2006,,,,,,,,,,,
11/06/2006,,,,,,,,,,,
12/06/2006,,,,,,,,,,,
13/06/2006,,,,,,,,,,,
14/06/2006,,,,,,,,,,,
15/06/2006,,,,,,,,,,,
16/06/2006,,,,,,,,,,,
17/06/2006,,,,,,,,,,,
18/06/2006,,,,,,,,,,,
19/06/2006,,,,,,,,,,,
20/06/2006,,,,,,,,,,,
21/06/2006,,,,,,,,,,,
22/06/2006,,,,,,,,,,,
23/06/2006,,,,,,,,,,,
24/06/2006,,,,,,,,,,,
25/06/2006,,,,,,,,,,,
26/06/2006,,,,,,,,,,,
27/06/2006,,,,,,,,,,,
28/06/2006,,,,,,,,,,,
29/06/2006,,,,,,,,,,,
30/06/2006,,,,,,,,,,,
01/07/2006,,,,,,,,,,,
02/07/2006,,,,,,,,,,,
03/07/2006,,,,,,,,,,,
04/07/2006,,,,,,,,,,,
05/07/2006,,,,,,,,,,,
06/07/2006,,,,,,,,,,,
07/07/2006,,,,,,,,,,,
08/07/2006,,,,,,,,,,,
09/07/2006,,,,,,,,,,,
10/07/2006,,,,,,,,,,,
11/07/2006,,,,,,,,,,,
12/07/2006,,,,,,,,,,,
13/07/2006,,,,,,,,,,,
14/07/2006,,,,,,,,,,,
15/07/2006,,,,,,,,,,,
16/07/2006,,,,,,,,,,,
17/07/2006,,,,,,,,,,,
18/07/2006,,,,,,,,,,,
19/07/2006,,,,,,,,,,,
20/07/2006,,,,,,,,,,,
21/07/2006,,,,,,,,,,,
22/07/2006,,,,,,,,,,,
23/07/2006,,,,,,,,,,,
24/07/2006,,,,,,,,,,,
25/07/2006,,,,,,,,,,,
26/07/2006,,,,,,,,,,,
27/07/2006,,,,,,,,,,,
28/07/2006,,,,,,,,,,,
29/07/2006,,,,,,,,,,,
30/07/2006,,,,,,,,,,,
31/07/2006,,,,,,,,,,,
01/08/2006,,,,,,,,,,,
02/08/2006,,,,,,,,,,,
03/08/2006,,,,,,,,,,,
04/08/2006,,,,,,,,,,,
05/08/2006,,,,,,,,,,,
06/08/2006,,,,,,,,,,,
07/08/2006,,,,,,,,,,,
08/08/2006,,,,,,,,,,,
09/08/2006,,,,,,,,,,,
10/08/2006,,,,,,,,,,,
11/08/2006,,,,,,,,,,,
12/08/2006,,,,,,,,,,,
13/08/2006,,,,,,,,,,,
14/08/2006,,,,,,,,,,,
15/08/2006,,,,,,,,,,,
16/08/2006,,,,,,,,,,,
17/08/2006,,,,,,,,,,,
18/08/2006,,,,,,,,,,,
19/08/2006,,,,,,,,,,,
20/08/2006,,,,,,,,,,,
21/08/2006,,,,,,,,,,,
22/08/2006,,,,,,,,,,,
23/08/2006,,,,,,,,,,,
24/08/2006,,,,,,,,,,,
25/08/2006,,,,,,,,,,,
26/08/2006,,,,,,,,,,,
27/08/2006,,,,,,,,,,,
28/08/2006,,,,,,,,,,,
29/08/2006,,,,,,,,,,,
30/08/2006,,,,,,,,,,,
31/08/2006,64.53,67.6,33.22,130.64,74.98,71.77,22.07,62.41,13.71,54.18,
01/09/2006,64.905,68.1,33.68,131.42,75.46,71.82,22.21,62.71,13.83,54.45,
02/09/2006,,,,,,,,,,,
03/09/2006,,,,,,,,,,,
04/09/2006,,,,,,,,,,,
05/09/2006,65.035,68.36,34.09,131.67,75.7,72.47,22.24,62.72,14.02,54.1,
06/09/2006,64.34,67.31,33.07,130.51,74.53,70.93,21.89,61.84,13.81,53.67,
07/09/2006,64.1,66.53,33.025,129.91,74.04,70.3,21.58,61.15,13.7,53.43,
08/09/2006,64.23,66.52,33.075,130.28,74.03,70.57,21.55,61.15,13.7,53.35,
09/09/2006,,,,,,,,,,,
10/09/2006,,,,,,,,,,,
11/09/2006,64.25,66.12,32.49,130.41,74.04,70.48,21.25,60.96,13.49,52.86,
12/09/2006,64.9796,66.88,32.925,131.69,75.21,72.14,21.68,61.86,13.6,53.07,
13/09/2006,65.325,66.75,33.375,132.22,75.87,72.75,21.73,61.93,13.43,53.57,
14/09/2006,65.185,66.84,33.11,132.23,75.43,72.49,21.73,62.03,13.42,53.52,
15/09/2006,65.34,66.63,33.255,131.96,75.17,72.66,21.69,61.7,13.41,53.58,
16/09/2006,,,,,,,,,,,
17/09/2006,,,,,,,,,,,
18/09/2006,65.435,66.98,33.76,132.14,75.44,72.64,21.63,62.02,13.45,53.93,
19/09/2006,65.22,66.36,33.34,131.81,74.98,72.32,21.39,61.43,13.34,53.07,
20/09/2006,65.61,67.01,33.725,132.51,75.52,73.29,21.67,62.3,13.39,53.59,
21/09/2006,65.2,67.17,33.125,131.87,74.97,72.5,21.75,62.57,13.39,53.48,
22/09/2006,65.035,66.84,32.77,131.47,74.39,71.54,21.71,62.34,13.2,52.91,
23/09/2006,,,,,,,,,,,
24/09/2006,,,,,,,,,,,
25/09/2006,65.325,67.12,33.09,132.48,75.18,72.39,21.83,62.52,13.28,53.6,
26/09/2006,65.78,67.2,33.5,133.58,75.72,72.39,21.89,62.85,13.29,53.47,
27/09/2006,65.86,67.71,33.48,133.74,75.99,72.92,21.95,63,13.49,53.9781,
28/09/2006,65.9251,67.87,33.75,133.69,75.81,72.63,21.98,63.2,13.56,53.85,
29/09/2006,65.735,67.75,33.58,133.58,75.44,72,21.89,63.11,13.54,53.92,
30/09/2006,,,,,,,,,,,
01/10/2006,,,,,,,,,,,
02/10/2006,65.535,67.94,33.61,133.08,74.8,71.32,21.98,63.08,13.68,54.19,
03/10/2006,65.635,68,33.175,133.36,74.71,71.22,22,62.97,13.63,54.05,
04/10/2006,66.33,68.69,33.82,134.92,75.89,72.95,22.21,63.65,13.74,54.65,
05/10/2006,66.65,68.73,34.25,135.18,76.8,73.88,22.16,63.65,13.86,55.15,
06/10/2006,66.52,68.12,34.05,135.01,76.29,73.5,22.05,63.18,13.7,54.82,
07/10/2006,,,,,,,,,,,
08/10/2006,,,,,,,,,,,
09/10/2006,66.58,68.15,33.91,135.09,76.81,74.06,22.08,63.3,13.57,54.58,
10/10/2006,66.735,68.25,34.145,135.27,77.13,74.1,22.1,63.33,13.68,54.782,
11/10/2006,66.615,68.2,33.985,135.11,76.92,73.81,22.15,63.42,13.55,55.07,
12/10/2006,67.28,68.95,34.785,136.28,78.04,75.3,22.29,64.11,13.69,55.79,
13/10/2006,67.515,69.05,34.9,136.63,78.61,75.9,22.46,64.1,13.65,55.84,
14/10/2006,,,,,,,,,,,
15/10/2006,,,,,,,,,,,
16/10/2006,67.7,69.31,35,136.84,79.02,76.35,22.6,64.26,13.8,56.27,
17/10/2006,67.435,68.88,34.605,136.41,78.32,75.97,22.51,63.88,13.72,55.66,
18/10/2006,67.53,69.05,34.73,136.59,78.25,75.98,22.53,63.95,13.8,56.12,
19/10/2006,67.6042,69.57,34.995,136.81,78.6,76.35,22.7,64.49,13.8,56.27,
20/10/2006,67.585,69.79,34.795,136.84,77.88,75.6,22.79,64.89,13.79,56.61,
21/10/2006,,,,,,,,,,,
22/10/2006,,,,,,,,,,,
23/10/2006,67.875,69.85,34.87,137.47,78.3,75.75,22.74,64.85,13.94,56.68,
24/10/2006,68.04,69.86,34.99,137.88,78.6,75.9,22.79,64.74,13.95,56.54,
25/10/2006,68.265,70.35,35.33,138.35,79.01,76.4,22.93,65.29,13.99,56.77,
26/10/2006,68.625,70.89,35.48,138.78,79.46,77.04,23.06,65.77,14.08,57.54,
27/10/2006,68.1,70.4,34.875,137.91,78.63,76.14,22.83,65.36,13.92,57.37,
28/10/2006,,,,,,,,,,,
29/10/2006,,,,,,,,,,,
30/10/2006,68.125,70.25,34.63,137.81,78.79,76.47,22.79,65.22,13.84,57.39,
31/10/2006,68.105,70.29,35.275,137.79,78.65,76.23,22.9,65.44,13.81,58,
01/11/2006,67.49,70.2,35.245,136.86,77.37,74.58,22.91,65.33,13.75,57.97,
02/11/2006,67.45,70.43,35.385,136.78,77.35,74.47,23.02,65.56,13.78,58.35,
03/11/2006,67.44,70.16,35.66,136.54,77.63,74.83,22.97,65.4,13.71,58.47,
04/11/2006,,,,,,,,,,,
05/11/2006,,,,,,,,,,,
06/11/2006,68.19,71.2,36.36,138.08,78.37,75.7,23.18,66.28,13.8,59.23,
07/11/2006,68.425,71.28,36.26,138.61,78.72,76.2,23.24,66.57,13.78,59.18,
08/11/2006,68.6,71.3,36.29,138.91,79.21,76.59,23.39,66.85,13.63,58.79,
09/11/2006,68.225,70.94,36.35,138.18,78.82,75.89,23.25,66.53,13.46,58.47,
10/11/2006,68.38,71.22,36.45,138.24,79.25,76.52,23.33,67.09,13.44,58.49,
11/11/2006,,,,,,,,,,,
12/11/2006,,,,,,,,,,,
13/11/2006,68.535,70.77,36.375,138.58,79.34,76.63,23.13,66.78,13.3,58.4352,
14/11/2006,69.07,71.55,36.93,139.62,80.18,78.11,23.15,67.06,13.69,58.8,
15/11/2006,69.3298,71.53,36.855,140.02,80.64,78.7,23.19,67.11,13.64,58.98,
16/11/2006,69.48,71.38,36.555,140.38,80.73,78.64,23.21,67.02,13.53,58.82,
17/11/2006,69.445,71.17,36.38,140.42,80.64,78.59,23.14,66.93,13.41,59.27,
18/11/2006,,,,,,,,,,,
19/11/2006,,,,,,,,,,,
20/11/2006,69.485,70.63,36.315,140.5,80.75,78.7,23.13,66.85,13.13,58.18,
21/11/2006,69.665,70.98,36.9,140.64,80.81,78.83,23.14,67.29,13.14,58.87,
22/11/2006,69.86,71.67,37.275,140.92,81.3,78.92,23.25,67.66,13.26,59.64,
23/11/2006,,,,,,,,,,,
24/11/2006,69.655,71.29,37.415,140.35,81.09,78.56,23.23,67.61,13.21,59.87,
25/11/2006,,,,,,,,,,,
26/11/2006,,,,,,,,,,,
27/11/2006,68.55,70.7,36.685,138.42,79.56,76.8,23,66.69,13.2,59.118,
28/11/2006,68.81,71.33,36.94,139.02,79.82,77.06,23.27,67.14,13.42,59.18,
29/11/2006,69.515,72.14,37.7,140.47,80.78,78.06,23.36,67.66,13.68,60.12,
30/11/2006,69.625,72.45,37.86,140.53,81.05,78.07,23.55,67.9,13.81,60.552,
01/12/2006,69.43,72.36,37.61,140.22,80.93,77.78,23.52,67.66,13.83,59.63,
02/12/2006,,,,,,,,,,,
03/12/2006,,,,,,,,,,,
04/12/2006,70.11,72.83,38.38,141.29,81.78,79.32,23.64,68.17,13.99,60.48,
05/12/2006,70.365,73.24,38.82,141.9,82.02,79.38,23.87,68.69,14,60.51,
06/12/2006,70.325,73.08,38.45,141.78,82.01,79.11,23.82,68.24,14.09,60.41,
07/12/2006,70.01,73.33,38.305,141.16,81.71,78.77,23.84,68.69,14.1,60.56,
08/12/2006,70.13,73.15,38.23,141.42,81.52,78.78,23.93,68.52,14.04,60.45,
09/12/2006,,,,,,,,,,,
10/12/2006,,,,,,,,,,,
11/12/2006,70.28,73.45,38.205,141.83,81.66,78.98,23.87,68.99,14.06,60.82,
12/12/2006,70.1685,73.75,37.77,141.72,81.07,78.55,23.98,69.15,14.08,60.75,
13/12/2006,70.29,74.03,37.87,141.87,81.35,78.65,24.14,69.53,14.01,60.84,
14/12/2006,70.825,74.33,38.495,143.12,81.87,78.97,24.26,69.9,14.15,61.78,
15/12/2006,70.845,74.03,38.585,142.34,81.55,78.9,24.08,69.39,14.15,61.63,
16/12/2006,,,,,,,,,,,
17/12/2006,,,,,,,,,,,
18/12/2006,70.555,73.92,38.375,141.95,80.89,77.91,24.04,69.5,14.06,61.42,
19/12/2006,70.655,74.25,38.225,142.22,80.84,77.86,24.28,69.88,14,61.47,
20/12/2006,70.625,74.12,38.46,142.14,81.06,77.98,23.25,69.51,14,61.89,
21/12/2006,70.35,72.55,38.55,141.62,80.42,77.62,23.17,69.36,14.08,61.49,
22/12/2006,69.6,72.38,37.905,140.75,79.96,77.11,23.12,67.38,14.13,61.89,
23/12/2006,,,,,,,,,,,
24/12/2006,,,,,,,,,,,
25/12/2006,,,,,,,,,,,
26/12/2006,70.025,72.36,38.28,141.58,80.41,78.21,23.23,67.4088,14.12,61.92,
27/12/2006,70.485,73.25,38.695,142.51,81.01,79.14,23.49,68.1,14.18,62.73,
28/12/2006,70.385,73.3,38.73,142.21,80.81,78.78,23.59,68.4,14.19,63.09,
29/12/2006,70.105,73.22,38.695,141.62,80.17,78.03,23.41,68.16,14.21,62.93,
30/12/2006,,,,,,,,,,,
31/12/2006,,,,,,,,,,,
01/01/2007,,,,,,,,,,,
02/01/2007,,,,,,,,,,,
03/01/2007,69.975,73.51,38.95,141.37,80.7,78.16,23.55,68.5,14.2,63.24,
04/01/2007,70.115,73.32,38.525,141.67,80.61,78.37,23.5,68.37,14.35,62.5,
05/01/2007,69.56,72.2,37.45,140.54,79.7,76.73,23.05,67.5,13.98,61.68,
06/01/2007,,,,,,,,,,,
07/01/2007,,,,,,,,,,,
08/01/2007,69.815,72.3,37.86,141.19,79.84,76.43,23.15,67.27,14.06,62.06,
09/01/2007,69.815,72.37,36.955,141.07,80.19,77.15,23,67.02,14.15,62.2,
10/01/2007,69.97,71.82,36.85,141.54,80.64,77.75,22.94,66.66,13.94,61.76,
11/01/2007,70.5,72.28,37.34,142.16,81.31,78.23,23.25,67.65,13.87,62.04,
12/01/2007,70.965,73.1,37.885,143.24,82.12,78.98,23.47,68.05,14.05,62.78,
13/01/2007,,,,,,,,,,,
14/01/2007,,,,,,,,,,,
15/01/2007,,,,,,,,,,,
16/01/2007,70.83,73.01,37.9,142.96,81.74,78.45,23.47,68.24,14.1,63.3,
17/01/2007,70.88,73.05,37.8,143.02,81.82,78.11,23.47,67.95,14.1,63.45,
18/01/2007,70.5,72.8,37.6,142.54,80.97,77.46,23.42,67.87,14.09,63.73,
19/01/2007,70.775,73.69,38.325,142.82,81.5,77.76,23.68,68.61,14.19,64.52,
20/01/2007,,,,,,,,,,,
21/01/2007,,,,,,,,,,,
22/01/2007,70.495,73.32,38.29,142.38,81.24,77.19,23.56,68.27,14.19,64.54,
23/01/2007,70.695,73.97,38.95,142.8,81.67,77.92,23.76,68.7,14.27,65.51,
24/01/2007,71.32,74.45,39.305,143.95,82.48,78.77,23.91,69.24,14.46,65.08,
25/01/2007,70.52,73.24,38.105,142.26,81.64,77.78,23.55,68.15,14.22,63.4944,
26/01/2007,70.475,73.38,38.335,142.16,81.8,78.07,23.48,68.25,14.23,63.367,
27/01/2007,,,,,,,,,,,
28/01/2007,,,,,,,,,,,
29/01/2007,70.49,73.46,38.025,142.05,82.19,78.75,23.47,68.37,14.28,63.28,
30/01/2007,70.8949,73.96,38.435,142.79,82.49,79.18,23.53,68.82,14.37,64.28,
31/01/2007,71.41,74.24,38.725,143.75,83.16,79.35,23.57,69.23,14.31,64.05,
01/02/2007,71.82,74.86,39.115,144.61,83.88,80.2,23.7,69.68,14.5,64.4,
02/02/2007,71.91,74.71,39.1,144.81,84.1,80.25,23.82,69.57,14.41,64.59,
03/02/2007,,,,,,,,,,,
04/02/2007,,,,,,,,,,,
05/02/2007,71.995,74.47,39.1,144.85,84.21,80.24,23.74,69.35,14.3,64.5801,
06/02/2007,72,75.05,39.52,144.89,84.69,80.44,23.84,69.97,14.42,65.22,
07/02/2007,72.235,75.26,39.45,145.21,84.94,81.18,23.94,70.19,14.41,65.39,
08/02/2007,72.145,74.96,39.525,145.02,84.96,81.05,23.78,70,14.23,65.51,
09/02/2007,71.6,74.64,38.835,143.94,84.63,80.22,23.62,69.62,14.27,65.2,
10/02/2007,,,,,,,,,,,
11/02/2007,,,,,,,,,,,
12/02/2007,71.345,74.35,38.55,143.45,84.28,80.02,23.62,69.21,14.26,64.75,
13/02/2007,71.95,75.3,39.21,144.66,85,80.68,23.75,69.89,14.56,65.2799,
14/02/2007,72.43,76.32,39.9,145.61,85.47,80.75,24.01,70.88,14.8,65.91,
15/02/2007,72.445,76.41,39.89,145.8,85.7,80.77,23.95,70.91,14.92,66.46,
16/02/2007,72.495,76.38,39.86,145.73,85.72,81.17,23.9,70.84,14.91,66.38,
17/02/2007,,,,,,,,,,,
18/02/2007,,,,,,,,,,,
19/02/2007,,,,,,,,,,,
20/02/2007,72.71,76.49,40.055,146.04,86.31,81.9,24.04,70.91,14.86,66.41,
21/02/2007,72.74,76.1,39.975,145.98,86.6,82.1,23.76,70.46,14.87,66.6399,
22/02/2007,72.715,76.44,40.22,145.87,86.8,82.39,23.97,70.65,14.91,67.08,
23/02/2007,72.48,76.68,40.035,145.3,86.67,81.95,24.04,71.03,15.04,67.42,
24/02/2007,,,,,,,,,,,
25/02/2007,,,,,,,,,,,
26/02/2007,72.385,76.72,39.96,145.17,86.48,81.75,24.09,71.1,15.14,67.28,
27/02/2007,69.7,73.63,37.045,139.5,83.22,78.05,22.96,67.63,14.78,64.3,
28/02/2007,70.25,74.18,37.78,140.93,83.89,78.83,23.22,68.37,14.76,64.58,
01/03/2007,70.05,73.39,37.375,140.51,83.62,78.43,22.89,67.44,14.69,63.2299,
02/03/2007,69.05,72.4,36.6,138.67,82.18,76.8,22.4,66.75,14.45,62.85,
03/03/2007,,,,,,,,,,,
04/03/2007,,,,,,,,,,,
05/03/2007,68.25,70.9,35.55,137.35,80.39,75.17,22.14,65.6,14.24,60.98,
06/03/2007,69.4,73.1,37.25,139.7,82.14,77.07,22.92,67.39,14.58,63.399,
07/03/2007,69.345,73.12,36.875,139.56,82.39,76.97,22.97,67.65,14.55,62.98,
08/03/2007,69.925,73.98,37.615,140.74,83.21,78.01,23.14,67.9901,14.68,63.73,
09/03/2007,69.95,74.1,37.745,140.78,83.44,78.26,23.34,68.31,14.69,63.89,
10/03/2007,,,,,,,,,,,
11/03/2007,,,,,,,,,,,
12/03/2007,70.135,74.57,38.12,140.99,83.55,78.4,23.27,68.57,14.81,65.0001,
13/03/2007,68.875,72.8,36.555,138.25,82.04,76.39,22.81,66.87,14.54,63.18,
14/03/2007,69.225,72.83,37.235,139.28,82.3,77.25,22.81,67.12,14.41,63.66,
15/03/2007,69.5,73.16,37.62,139.47,82.85,77.8,22.9101,67.39,14.42,64.46,
16/03/2007,69.2,73.25,37.305,138.53,82.39,77.37,23,67.62,14.41,64.58,
17/03/2007,,,,,,,,,,,
18/03/2007,,,,,,,,,,,
19/03/2007,69.99,74.38,38.02,140.2,83.27,78.25,23.23,68.47,14.57,65.69,
20/03/2007,70.45,75.01,38.385,140.97,83.97,78.84,23.63,69.2499,14.7,65.85,
21/03/2007,71.575,76.61,39.485,143.29,85.16,80.34,24.22,71.02,14.86,67.15,
22/03/2007,71.615,76.32,39.29,143.18,85.51,80.27,23.98,70.59,14.88,67.04,
23/03/2007,71.755,76.5,39.37,143.39,85.63,80.24,24.14,70.91,14.9,66.94,53.55
24/03/2007,,,,,,,,,,,
25/03/2007,,,,,,,,,,,
26/03/2007,71.33,76.53,39.35,143.2,85,80.02,24.24,71.08,14.82,67.22,54
27/03/2007,71.045,76.19,39.135,142.86,84.9,79.63,24.07,70.68,14.76,67.23,53.58
28/03/2007,70.58,75.52,38.79,141.82,84.46,79.22,23.86,69.94,14.65,66.271,52.85
29/03/2007,70.775,76.18,39.54,141.97,84.29,79.18,24.06,70.79,14.67,67.36,54.05
30/03/2007,70.735,76.26,39.435,142,84.6,79.51,24.07,70.92,14.57,67.67,53.6
31/03/2007,,,,,,,,,,,
01/04/2007,,,,,,,,,,,
02/04/2007,70.91,76.5,39.78,142.16,84.83,79.75,24.24,71.62,14.49,68.03,54.59
03/04/2007,71.555,77.14,40.375,143.69,85.43,80.53,24.41,72.01,14.61,68.97,55.1
04/04/2007,71.63,77.46,40.51,143.85,85.51,80.57,24.2,72.08,14.72,69.5,55.36
05/04/2007,71.83,77.74,40.62,144.24,85.7,80.44,24.39,72.81,14.68,69.94,55.62
06/04/2007,,,,,,,,,,,
07/04/2007,,,,,,,,,,,
08/04/2007,,,,,,,,,,,
09/04/2007,71.915,77.68,40.8599,144.44,85.97,80.57,24.32,72.43,14.66,70.11,55.98
10/04/2007,72.115,78.26,40.985,144.61,86.14,80.8,24.46,73.1,14.71,71.01,56.25
11/04/2007,71.655,77.88,40.87,144.02,85.69,80.3,24.4,72.75,14.65,70.38,55.83
12/04/2007,72.125,78.4,41.39,144.66,86.21,80.84,24.6,73.4,14.63,71.3,57
13/04/2007,72.365,78.66,41.525,145.32,86.49,81.4,24.8,73.81,14.51,71.47,56.8
14/04/2007,,,,,,,,,,,
15/04/2007,,,,,,,,,,,
16/04/2007,73.095,79.49,42.045,146.7,87.3,82.45,25.01,74.62,14.72,72.46,57.9
17/04/2007,73.21,79.5,41.895,147.09,87.32,82.26,25.15,74.64,14.63,72.56,57.58
18/04/2007,73.275,79.47,41.7,147.27,87.11,81.78,25.03,74.6,14.65,72.41,57.31
19/04/2007,73.14,79.17,41.42,147.23,86.77,81.36,24.94,74.44,14.58,71.29,56.36
20/04/2007,73.79,80.08,42.04,148.62,87.78,82.31,25.11,75.4,14.64,72.56,57.31
21/04/2007,,,,,,,,,,,
22/04/2007,,,,,,,,,,,
23/04/2007,73.645,79.3,41.865,148.06,87.79,82.21,24.94,74.82,14.48,71.94,56.72
24/04/2007,73.635,79.25,41.895,148.12,87.79,82.29,24.86,74.91,14.46,71.03,56.72
25/04/2007,74.29,79.99,42.49,149.48,88.36,82.53,25.0899,75.62,14.54,72.13,57.1
26/04/2007,74.315,79.62,41.92,149.65,88.75,83.17,24.9,75.19,14.47,71.43,56.9
27/04/2007,74.235,79.45,41.75,149.53,88.36,82.48,24.86,75.29,14.39,71.3,56.24
28/04/2007,,,,,,,,,,,
29/04/2007,,,,,,,,,,,
30/04/2007,73.578,79.16,40.935,148.29,86.98,80.74,24.85,75,14.28,70.61,55.09
01/05/2007,73.745,79.08,41.225,148.67,87.27,81.14,24.81,74.99,14.28,71.07,55.49
02/05/2007,74.29,79.68,42.02,149.54,88.3,82.15,24.97,75.48,14.36,71.94,56.36
03/05/2007,74.62,79.79,42.435,150.35,88.47,82.29,25.17,75.4,14.38,72.42,57.32
04/05/2007,74.84,80.54,42.595,150.92,89.06,82.87,25.47,76.4,14.43,72.64,57.7
